RunNumber 	 Succeeded? 	 Generalized? 	 StepLimit 	 TotalError 	 NumFailedCases 	 FailedByStepLimit
11	false	false	706	8079	500	0
11	false	false	707	8079	500	0
11	false	false	708	8079	500	0
11	false	false	709	8079	500	0
11	false	false	710	8079	500	0
11	false	false	711	8079	500	0
11	false	false	712	8079	500	0
11	false	false	713	8079	500	0
11	false	false	714	8079	500	0
11	false	false	715	8079	500	0
11	false	false	716	8079	500	0
11	false	false	717	8079	500	0
11	false	false	718	8079	500	0
11	false	false	719	8079	500	0
11	false	false	720	8079	500	0
11	false	false	721	8079	500	0
11	false	false	722	8079	500	0
11	false	false	723	8079	500	0
11	false	false	724	8079	500	0
11	false	false	725	8079	500	0
11	false	false	726	8079	500	0
11	false	false	727	8079	500	0
11	false	false	728	8079	500	0
11	false	false	729	8079	500	0
11	false	false	730	8079	500	0
11	false	false	731	8079	500	0
11	false	false	732	8079	500	0
11	false	false	733	8079	500	0
11	false	false	734	8079	500	0
11	false	false	735	8079	500	0
11	false	false	736	8079	500	0
11	false	false	737	8079	500	0
11	false	false	738	8079	500	0
11	false	false	739	8079	500	0
11	false	false	740	8079	500	0
11	false	false	741	8079	500	0
11	false	false	742	8079	500	0
11	false	false	743	8079	500	0
11	false	false	744	8079	500	0
11	false	false	745	8079	500	0
11	false	false	746	8079	500	0
11	false	false	747	8079	500	0
11	false	false	748	8079	500	0
11	false	false	749	8079	500	0
11	false	false	750	8079	500	0
11	false	false	751	8079	500	0
11	false	false	752	8079	500	0
11	false	false	753	8079	500	0
11	false	false	754	8079	500	0
11	false	false	755	8079	500	0
11	false	false	756	8079	500	0
11	false	false	757	8079	500	0
11	false	false	758	8079	500	0
11	false	false	759	8079	500	0
11	false	false	760	8079	500	0
11	false	false	761	8079	500	0
11	false	false	762	8079	500	0
11	false	false	763	8079	500	0
11	false	false	764	8079	500	0
11	false	false	765	8079	500	0
11	false	false	766	8079	500	0
11	false	false	767	8079	500	0
11	false	false	768	8079	500	0
11	false	false	769	8079	500	0
11	false	false	770	8079	500	0
11	false	false	771	8079	500	0
11	false	false	772	8079	500	0
11	false	false	773	8079	500	0
11	false	false	774	8079	500	0
11	false	false	775	8079	500	0
11	false	false	776	8079	500	0
11	false	false	777	8079	500	0
11	false	false	778	8079	500	0
11	false	false	779	8079	500	0
11	false	false	780	8079	500	0
11	false	false	781	8079	500	0
11	false	false	782	8079	500	0
11	false	false	783	8079	500	0
11	false	false	784	8079	500	0
11	false	false	785	8079	500	0
11	false	false	786	8079	500	0
11	false	false	787	8079	500	0
11	false	false	788	8079	500	0
11	false	false	789	8079	500	0
11	false	false	790	8079	500	0
11	false	false	791	8079	500	0
11	false	false	792	8079	500	0
11	false	false	793	8079	500	0
11	false	false	794	8079	500	0
11	false	false	795	8079	500	0
11	false	false	796	8079	500	0
11	false	false	797	8079	500	0
11	false	false	798	8079	500	0
11	false	false	799	8079	500	0
11	false	false	800	8079	500	0
11	false	false	801	8079	500	0
11	false	false	802	8079	500	0
11	false	false	803	8079	500	0
11	false	false	804	8079	500	0
11	false	false	805	8079	500	0
11	false	false	806	8079	500	0
11	false	false	807	8079	500	0
11	false	false	808	8079	500	0
11	false	false	809	8079	500	0
11	false	false	810	8079	500	0
11	false	false	811	8079	500	0
11	false	false	812	8079	500	0
11	false	false	813	8079	500	0
11	false	false	814	8079	500	0
11	false	false	815	8079	500	0
11	false	false	816	8079	500	0
11	false	false	817	8079	500	0
11	false	false	818	8079	500	0
11	false	false	819	8079	500	0
11	false	false	820	8079	500	0
11	false	false	821	8079	500	0
11	false	false	822	8079	500	0
11	false	false	823	8079	500	0
11	false	false	824	8079	500	0
11	false	false	825	8079	500	0
11	false	false	826	8079	500	0
11	false	false	827	8079	500	0
11	false	false	828	8079	500	0
11	false	false	829	8079	500	0
11	false	false	830	8079	500	0
11	false	false	831	8079	500	0
11	false	false	832	8079	500	0
11	false	false	833	8079	500	0
11	false	false	834	8079	500	0
11	false	false	835	8079	500	0
11	false	false	836	8079	500	0
11	false	false	837	8079	500	0
11	false	false	838	8079	500	0
11	false	false	839	8079	500	0
11	false	false	840	8079	500	0
11	false	false	841	8079	500	0
11	false	false	842	8079	500	0
11	false	false	843	8079	500	0
11	false	false	844	8079	500	0
11	false	false	845	8079	500	0
11	false	false	846	8079	500	0
11	false	false	847	8079	500	0
11	false	false	848	8079	500	0
11	false	false	849	8079	500	0
11	false	false	850	8079	500	0
11	false	false	851	8079	500	0
11	false	false	852	8079	500	0
11	false	false	853	8079	500	0
11	false	false	854	8079	500	0
11	false	false	855	8079	500	0
11	false	false	856	8079	500	0
11	false	false	857	8079	500	0
11	false	false	858	8079	500	0
11	false	false	859	8079	500	0
11	false	false	860	8079	500	0
11	false	false	861	8079	500	0
11	false	false	862	8079	500	0
11	false	false	863	8079	500	0
11	false	false	864	8079	500	0
11	false	false	865	8079	500	0
11	false	false	866	8079	500	0
11	false	false	867	8079	500	0
11	false	false	868	8079	500	0
11	false	false	869	8079	500	0
11	false	false	870	8079	500	0
11	false	false	871	8079	500	0
11	false	false	872	8079	500	0
11	false	false	873	8079	500	0
11	false	false	874	8079	500	0
11	false	false	875	8079	500	0
11	false	false	876	8079	500	0
11	false	false	877	8079	500	0
11	false	false	878	8079	500	0
11	false	false	879	8079	500	0
11	false	false	880	8079	500	0
11	false	false	881	8079	500	0
11	false	false	882	8079	500	0
11	false	false	883	8079	500	0
11	false	false	884	8079	500	0
11	false	false	885	8079	500	0
11	false	false	886	8079	500	0
11	false	false	887	8079	500	0
11	false	false	888	8079	500	0
11	false	false	889	8079	500	0
11	false	false	890	8079	500	0
11	false	false	891	8079	500	0
11	false	false	892	8079	500	0
11	false	false	893	8079	500	0
11	false	false	894	8079	500	0
11	false	false	895	8079	500	0
11	false	false	896	8079	500	0
11	false	false	897	8079	500	0
11	false	false	898	8079	500	0
11	false	false	899	8079	500	0
11	false	false	900	8079	500	0
12	false	false	700	8375	570	570
12	false	false	701	8375	570	570
12	false	false	702	8375	570	570
12	false	false	703	8375	570	570
12	false	false	704	8375	570	570
12	false	false	705	985810013	2000	2000
12	false	false	706	985810013	2000	2000
12	false	false	707	985810013	2000	2000
12	false	false	708	985810013	2000	2000
12	false	false	709	985810013	2000	2000
12	false	false	710	985808013	2000	2000
12	false	false	711	985808013	2000	2000
12	false	false	712	985808013	2000	2000
12	false	false	713	9510	1739	1739
12	false	false	714	8375	570	570
12	false	false	715	8375	570	570
12	false	false	716	9817	1883	1883
12	false	false	717	8375	570	570
12	false	false	718	8375	570	570
12	false	false	719	8375	570	570
12	false	false	720	8375	570	570
12	false	false	721	8375	570	570
12	false	false	722	8375	570	570
12	false	false	723	9817	1883	1883
12	false	false	724	9817	1883	1883
12	false	false	725	9817	1883	1883
12	false	false	726	9014	752	752
12	false	false	727	9817	1883	1883
12	false	false	728	9817	1883	1883
12	false	false	729	9817	1883	1883
12	false	false	730	8375	570	570
12	false	false	731	8375	570	570
12	false	false	732	8375	570	570
12	false	false	733	8375	570	570
12	false	false	734	8375	570	570
12	false	false	735	8375	570	570
12	false	false	736	8375	570	570
12	false	false	737	8375	570	570
12	false	false	738	985810013	2000	2000
12	false	false	739	985810013	2000	2000
12	false	false	740	985810013	2000	2000
12	false	false	741	985810013	2000	2000
12	false	false	742	985810013	2000	2000
12	false	false	743	985808013	2000	2000
12	false	false	744	985808013	2000	2000
12	false	false	745	985808013	2000	2000
12	false	false	746	9510	1739	1739
12	false	false	747	8375	570	570
12	false	false	748	8375	570	570
12	false	false	749	9817	1883	1883
12	false	false	750	8375	570	570
12	false	false	751	8375	570	570
12	false	false	752	8375	570	570
12	false	false	753	8375	570	570
12	false	false	754	8375	570	570
12	false	false	755	8375	570	570
12	false	false	756	9817	1883	1883
12	false	false	757	9817	1883	1883
12	false	false	758	9817	1883	1883
12	false	false	759	9014	752	752
12	false	false	760	9817	1883	1883
12	false	false	761	9817	1883	1883
12	false	false	762	9817	1883	1883
12	false	false	763	8375	570	570
12	false	false	764	8375	570	570
12	false	false	765	8375	570	570
12	false	false	766	8375	570	570
12	false	false	767	8375	570	570
12	false	false	768	8375	570	570
12	false	false	769	8375	570	570
12	false	false	770	8375	570	570
12	false	false	771	985810013	2000	2000
12	false	false	772	985810013	2000	2000
12	false	false	773	985810013	2000	2000
12	false	false	774	985810013	2000	2000
12	false	false	775	985810013	2000	2000
12	false	false	776	985808013	2000	2000
12	false	false	777	985808013	2000	2000
12	false	false	778	985808013	2000	2000
12	false	false	779	9510	1739	1739
12	false	false	780	8375	570	570
12	false	false	781	8375	570	570
12	false	false	782	9817	1883	1883
12	false	false	783	8375	570	570
12	false	false	784	8375	570	570
12	false	false	785	8375	570	570
12	false	false	786	8375	570	570
12	false	false	787	8375	570	570
12	false	false	788	8375	570	570
12	false	false	789	9817	1883	1883
12	false	false	790	9817	1883	1883
12	false	false	791	9817	1883	1883
12	false	false	792	9014	752	752
12	false	false	793	9817	1883	1883
12	false	false	794	9817	1883	1883
12	false	false	795	9817	1883	1883
12	false	false	796	8375	570	570
12	false	false	797	8375	570	570
12	false	false	798	8375	570	570
12	false	false	799	8375	570	570
12	false	false	800	8375	570	570
12	false	false	801	8375	570	570
12	false	false	802	8375	570	570
12	false	false	803	8375	570	570
12	false	false	804	985810013	2000	2000
12	false	false	805	985810013	2000	2000
12	false	false	806	985810013	2000	2000
12	false	false	807	985810013	2000	2000
12	false	false	808	985810013	2000	2000
12	false	false	809	985808013	2000	2000
12	false	false	810	985808013	2000	2000
12	false	false	811	985808013	2000	2000
12	false	false	812	9510	1739	1739
12	false	false	813	8375	570	570
12	false	false	814	8375	570	570
12	false	false	815	9817	1883	1883
12	false	false	816	8375	570	570
12	false	false	817	8375	570	570
12	false	false	818	8375	570	570
12	false	false	819	8375	570	570
12	false	false	820	8375	570	570
12	false	false	821	8375	570	570
12	false	false	822	9817	1883	1883
12	false	false	823	9817	1883	1883
12	false	false	824	9817	1883	1883
12	false	false	825	9014	752	752
12	false	false	826	9817	1883	1883
12	false	false	827	9817	1883	1883
12	false	false	828	9817	1883	1883
12	false	false	829	8375	570	570
12	false	false	830	8375	570	570
12	false	false	831	8375	570	570
12	false	false	832	8375	570	570
12	false	false	833	8375	570	570
12	false	false	834	8375	570	570
12	false	false	835	8375	570	570
12	false	false	836	8375	570	570
12	false	false	837	985810013	2000	2000
12	false	false	838	985810013	2000	2000
12	false	false	839	985810013	2000	2000
12	false	false	840	985810013	2000	2000
12	false	false	841	985810013	2000	2000
12	false	false	842	985808013	2000	2000
12	false	false	843	985808013	2000	2000
12	false	false	844	985808013	2000	2000
12	false	false	845	9510	1739	1739
12	false	false	846	8375	570	570
12	false	false	847	8375	570	570
12	false	false	848	9817	1883	1883
12	false	false	849	8375	570	570
12	false	false	850	8375	570	570
12	false	false	851	8375	570	570
12	false	false	852	8375	570	570
12	false	false	853	8375	570	570
12	false	false	854	8375	570	570
12	false	false	855	9817	1883	1883
12	false	false	856	9817	1883	1883
12	false	false	857	9817	1883	1883
12	false	false	858	9014	752	752
12	false	false	859	9817	1883	1883
12	false	false	860	9817	1883	1883
12	false	false	861	9817	1883	1883
12	false	false	862	8375	570	570
12	false	false	863	8375	570	570
12	false	false	864	8375	570	570
12	false	false	865	8375	570	570
12	false	false	866	8375	570	570
12	false	false	867	8375	570	570
12	false	false	868	8375	570	570
12	false	false	869	8375	570	570
12	false	false	870	985810013	2000	2000
12	false	false	871	985810013	2000	2000
12	false	false	872	985810013	2000	2000
12	false	false	873	985810013	2000	2000
12	false	false	874	985810013	2000	2000
12	false	false	875	985808013	2000	2000
12	false	false	876	985808013	2000	2000
12	false	false	877	985808013	2000	2000
12	false	false	878	9510	1739	1739
12	false	false	879	8375	570	570
12	false	false	880	8375	570	570
12	false	false	881	9817	1883	1883
12	false	false	882	8375	570	570
12	false	false	883	8375	570	570
12	false	false	884	8375	570	570
12	false	false	885	8375	570	570
12	false	false	886	8375	570	570
12	false	false	887	8375	570	570
12	false	false	888	9817	1883	1883
12	false	false	889	9817	1883	1883
12	false	false	890	9817	1883	1883
12	false	false	891	9014	752	752
12	false	false	892	9817	1883	1883
12	false	false	893	9817	1883	1883
12	false	false	894	9817	1883	1883
12	false	false	895	8375	570	570
12	false	false	896	8375	570	570
12	false	false	897	8375	570	570
12	false	false	898	8375	570	570
12	false	false	899	8375	570	570
12	false	false	900	8375	570	570
13	true	false	700	24	10	10
13	true	false	701	2004	1996	1996
13	true	false	702	24	10	10
13	true	false	703	24	10	10
13	true	false	704	24	10	10
13	true	false	705	24	10	0
13	true	false	706	24	10	0
13	true	false	707	24	10	0
13	true	false	708	24	10	0
13	true	false	709	24	10	0
13	true	false	710	24	10	0
13	true	false	711	24	10	0
13	true	false	712	24	10	0
13	true	false	713	24	10	0
13	true	false	714	24	10	0
13	true	false	715	24	10	0
13	true	false	716	24	10	0
13	true	false	717	24	10	0
13	true	false	718	24	10	0
13	true	false	719	24	10	0
13	true	false	720	24	10	0
13	true	false	721	24	10	0
13	true	false	722	24	10	0
13	true	false	723	24	10	0
13	true	false	724	24	10	0
13	true	false	725	24	10	0
13	true	false	726	24	10	0
13	true	false	727	24	10	0
13	true	false	728	24	10	0
13	true	false	729	24	10	0
13	true	false	730	24	10	0
13	true	false	731	24	10	0
13	true	false	732	24	10	0
13	true	false	733	24	10	0
13	true	false	734	24	10	0
13	true	false	735	24	10	0
13	true	false	736	24	10	0
13	true	false	737	24	10	0
13	true	false	738	24	10	0
13	true	false	739	24	10	0
13	true	false	740	24	10	0
13	true	false	741	24	10	0
13	true	false	742	24	10	0
13	true	false	743	24	10	0
13	true	false	744	24	10	0
13	true	false	745	24	10	0
13	true	false	746	24	10	0
13	true	false	747	24	10	0
13	true	false	748	24	10	0
13	true	false	749	24	10	0
13	true	false	750	24	10	0
13	true	false	751	24	10	0
13	true	false	752	24	10	0
13	true	false	753	24	10	0
13	true	false	754	24	10	0
13	true	false	755	24	10	0
13	true	false	756	24	10	0
13	true	false	757	24	10	0
13	true	false	758	24	10	0
13	true	false	759	24	10	0
13	true	false	760	24	10	0
13	true	false	761	24	10	0
13	true	false	762	24	10	0
13	true	false	763	24	10	0
13	true	false	764	24	10	0
13	true	false	765	24	10	0
13	true	false	766	24	10	0
13	true	false	767	24	10	0
13	true	false	768	24	10	0
13	true	false	769	24	10	0
13	true	false	770	24	10	0
13	true	false	771	24	10	0
13	true	false	772	24	10	0
13	true	false	773	24	10	0
13	true	false	774	24	10	0
13	true	false	775	24	10	0
13	true	false	776	24	10	0
13	true	false	777	24	10	0
13	true	false	778	24	10	0
13	true	false	779	24	10	0
13	true	false	780	24	10	0
13	true	false	781	24	10	0
13	true	false	782	24	10	0
13	true	false	783	24	10	0
13	true	false	784	24	10	0
13	true	false	785	24	10	0
13	true	false	786	24	10	0
13	true	false	787	24	10	0
13	true	false	788	24	10	0
13	true	false	789	24	10	0
13	true	false	790	24	10	0
13	true	false	791	24	10	0
13	true	false	792	24	10	0
13	true	false	793	24	10	0
13	true	false	794	24	10	0
13	true	false	795	24	10	0
13	true	false	796	24	10	0
13	true	false	797	24	10	0
13	true	false	798	24	10	0
13	true	false	799	24	10	0
13	true	false	800	24	10	0
13	true	false	801	24	10	0
13	true	false	802	24	10	0
13	true	false	803	24	10	0
13	true	false	804	24	10	0
13	true	false	805	24	10	0
13	true	false	806	24	10	0
13	true	false	807	24	10	0
13	true	false	808	24	10	0
13	true	false	809	24	10	0
13	true	false	810	24	10	0
13	true	false	811	24	10	0
13	true	false	812	24	10	0
13	true	false	813	24	10	0
13	true	false	814	24	10	0
13	true	false	815	24	10	0
13	true	false	816	24	10	0
13	true	false	817	24	10	0
13	true	false	818	24	10	0
